molecule_chembl_id,smiles,standard_type,standard_value,standard_units,assay_chembl_id,target_chembl_id,pIC50
CHEMBL495751,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,IC50,20.0,nM,CHEMBL1002020,CHEMBL262,7.698970004336019
CHEMBL522718,CN1CCN(c2ccc(Nc3nccc(-c4cnn5nc(-c6ccc(F)cc6)ccc45)n3)cc2)CC1,IC50,25000.0,nM,CHEMBL1002020,CHEMBL262,4.6020599913279625
CHEMBL496162,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,IC50,850.0,nM,CHEMBL1002020,CHEMBL262,6.070581074285707
CHEMBL521871,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,IC50,690.0,nM,CHEMBL1002020,CHEMBL262,6.161150909262744
CHEMBL495545,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1,IC50,200.0,nM,CHEMBL1002020,CHEMBL262,6.698970004336019
CHEMBL485745,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,IC50,2200.0,nM,CHEMBL1001222,CHEMBL262,5.657577319177793
CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,IC50,2000.0,nM,CHEMBL957089,CHEMBL262,5.698970004336019
CHEMBL301138,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,35.0,nM,CHEMBL963374,CHEMBL262,7.455931955649724
CHEMBL477038,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21,IC50,0.35,nM,CHEMBL963374,CHEMBL262,9.455931955649724
CHEMBL516261,COCc1ccc2c(C3=C(c4cn(C)c5ccc(F)cc45)C(=O)NC3=O)coc2c1,IC50,23.8,nM,CHEMBL963374,CHEMBL262,7.623423042943488
CHEMBL489210,Cn1cc(C2=C(c3coc4cc(O)ccc34)C(=O)NC2=O)c2cc(F)ccc21,IC50,3.5,nM,CHEMBL963374,CHEMBL262,8.455931955649724
CHEMBL523435,COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12,IC50,247.0,nM,CHEMBL963374,CHEMBL262,6.607303046740334
CHEMBL489407,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,IC50,184.0,nM,CHEMBL963374,CHEMBL262,6.735182176990463
CHEMBL522590,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,IC50,0.95,nM,CHEMBL963374,CHEMBL262,9.022276394711152
CHEMBL521774,COc1ccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc2c1,IC50,870.0,nM,CHEMBL963374,CHEMBL262,6.060480747381382
CHEMBL490639,Cn1cc(C2=C(c3coc4cc(OCC5CC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,IC50,1290.0,nM,CHEMBL963374,CHEMBL262,5.889410289700751
CHEMBL489413,Cn1cc(C2=C(c3coc4cc(OCC5CCC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,IC50,4090.0,nM,CHEMBL963374,CHEMBL262,5.388276691992658
CHEMBL522760,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,IC50,260.0,nM,CHEMBL963374,CHEMBL262,6.585026652029182
CHEMBL489421,COc1cccc2c(C3=C(c4cn(C)c5cc(-c6ccc(Cl)cc6)c(F)cc45)C(=O)NC3=O)coc12,IC50,7160.0,nM,CHEMBL963374,CHEMBL262,5.145086977692144
CHEMBL489422,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,IC50,7.0,nM,CHEMBL963374,CHEMBL262,8.154901959985743
CHEMBL505673,COc1cccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc12,IC50,7.5,nM,CHEMBL963374,CHEMBL262,8.1249387366083
CHEMBL489833,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,IC50,0.51,nM,CHEMBL963374,CHEMBL262,9.292429823902063
CHEMBL489435,C#CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,IC50,25.3,nM,CHEMBL963374,CHEMBL262,7.5968794788241825
CHEMBL489845,C=CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,IC50,48.3,nM,CHEMBL963374,CHEMBL262,7.316052869248487
CHEMBL490044,COc1ccc(COc2ccc3c(C4=C(c5cn(C)c6ccc(Br)cc56)C(=O)NC4=O)coc3c2)cc1,IC50,335.0,nM,CHEMBL963374,CHEMBL262,6.474955192963154
CHEMBL523113,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(Cl)ccc21,IC50,42.0,nM,CHEMBL963374,CHEMBL262,7.376750709602099
CHEMBL489043,COc1cccc2c(C3=C(c4cn(C)c5c(Br)cc(Br)cc45)C(=O)NC3=O)coc12,IC50,88.7,nM,CHEMBL963374,CHEMBL262,7.052076380168273
CHEMBL522751,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(I)ccc21,IC50,34.5,nM,CHEMBL963374,CHEMBL262,7.462180904926726
CHEMBL490860,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(I)ccc21,IC50,180.0,nM,CHEMBL963374,CHEMBL262,6.7447274948966935
CHEMBL490861,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(C#N)ccc21,IC50,13.2,nM,CHEMBL963374,CHEMBL262,7.87942606879415
CHEMBL491064,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21,IC50,235.0,nM,CHEMBL963374,CHEMBL262,6.628932137728263
CHEMBL484685,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(C#CC3CC3)ccc21,IC50,16.1,nM,CHEMBL963374,CHEMBL262,7.79317412396815
CHEMBL483465,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,IC50,710.0,nM,CHEMBL963374,CHEMBL262,6.1487416512809245
CHEMBL483669,COc1cc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c2cc1Cl,IC50,440.0,nM,CHEMBL963374,CHEMBL262,6.356547323513812
CHEMBL520147,COc1cc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c2cc1I,IC50,223.0,nM,CHEMBL963374,CHEMBL262,6.651695136951839
CHEMBL503469,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21,IC50,15.0,nM,CHEMBL963374,CHEMBL262,7.823908740944319
CHEMBL482632,COc1cccc2c(C3=C(c4cn(C)c5cc(C(F)(F)F)ccc45)C(=O)NC3=O)coc12,IC50,830.0,nM,CHEMBL963374,CHEMBL262,6.080921907623926
CHEMBL522464,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(CO)c21,IC50,5.4,nM,CHEMBL963374,CHEMBL262,8.267606240177031
CHEMBL491447,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cccc(CO)c21,IC50,5.1,nM,CHEMBL963374,CHEMBL262,8.292429823902063
CHEMBL491647,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,IC50,0.23,nM,CHEMBL963374,CHEMBL262,9.638272163982407
CHEMBL490636,COCc1cccc2c(C3=C(c4coc5cc(CO)ccc45)C(=O)NC3=O)cn(C)c12,IC50,0.73,nM,CHEMBL963374,CHEMBL262,9.136677139879543
CHEMBL490637,CCOC(=O)CCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,IC50,10.2,nM,CHEMBL963374,CHEMBL262,7.991399828238082
CHEMBL490842,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(CCC(=O)O)c21,IC50,1.2,nM,CHEMBL963374,CHEMBL262,8.920818753952375
CHEMBL489410,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(O)c21,IC50,55.0,nM,CHEMBL963374,CHEMBL262,7.259637310505756
CHEMBL491859,Cn1cc(C2=C(c3coc4cc(F)c(F)cc34)C(=O)NC2=O)c2ccc3ccccc3c21,IC50,314.0,nM,CHEMBL963374,CHEMBL262,6.503070351926785
CHEMBL516901,O=c1[nH]c2[nH]cc(-c3ccc(Cl)cc3)c2n2cccc12,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL453402,COc1ccc(-c2c[nH]c3[nH]c(=O)c4cccn4c23)cc1OC,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL477954,O=c1[nH]c2occ(-c3ccc(Br)cc3)c2n2cccc12,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL517818,O=c1[nH]c2occ(-c3ccc(F)cc3)c2n2cccc12,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL517669,Cc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL478516,COc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL478517,O=c1[nH]c2occ(-c3ccc(Cl)c(Cl)c3)c2n2cccc12,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL478704,COc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1OC,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL34267,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OCc1ccccc1,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL287508,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1O,IC50,1500.0,nM,CHEMBL953453,CHEMBL262,5.823908740944319
CHEMBL476236,O=C1c2[nH]cc(-c3ccc(Cl)cc3)c2-n2cccc21,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL35864,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OC,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL507162,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OCc1ccccc1,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL518732,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1O,IC50,11000.0,nM,CHEMBL953453,CHEMBL262,4.958607314841775
CHEMBL286423,COc1ccc(-c2coc3c2-n2cccc2C3=O)cc1OC,IC50,50000.0,nM,CHEMBL953453,CHEMBL262,4.301029995663981
CHEMBL476851,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1OCc1ccccc1,IC50,17000.0,nM,CHEMBL953453,CHEMBL262,4.769551078621726
CHEMBL444169,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1O,IC50,5500.0,nM,CHEMBL953453,CHEMBL262,5.259637310505756
CHEMBL523586,NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,IC50,20000.0,nM,CHEMBL959252,CHEMBL262,4.698970004336019
CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,IC50,10000.0,nM,CHEMBL994318,CHEMBL262,5.0
CHEMBL23254,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,IC50,10000.0,nM,CHEMBL994318,CHEMBL262,5.0
CHEMBL520308,Cc1cc2c(-c3ccc(S(=O)(=O)N(C)CCO)cc3)ccnc2[nH]1,IC50,25118.86,nM,CHEMBL983960,CHEMBL262,4.600000074606178
CHEMBL519693,NS(=O)(=O)c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,IC50,25118.86,nM,CHEMBL985022,CHEMBL262,4.600000074606178
CHEMBL484967,NCc1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,IC50,25118.86,nM,CHEMBL985022,CHEMBL262,4.600000074606178
CHEMBL484968,c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,IC50,25118.86,nM,CHEMBL985022,CHEMBL262,4.600000074606178
CHEMBL507249,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,IC50,1900.0,nM,CHEMBL985882,CHEMBL262,5.721246399047171
CHEMBL223147,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,IC50,7700.0,nM,CHEMBL970788,CHEMBL262,5.113509274827518
CHEMBL461139,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,IC50,300.0,nM,CHEMBL955785,CHEMBL262,6.522878745280337
CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,IC50,530.0,nM,CHEMBL955785,CHEMBL262,6.275724130399211
CHEMBL500783,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc(F)ccc1-3,IC50,10000.0,nM,CHEMBL1022217,CHEMBL262,5.0
CHEMBL514247,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc([N+](=O)[O-])ccc1-3,IC50,10000.0,nM,CHEMBL1022217,CHEMBL262,5.0
CHEMBL456208,CC1(C)CNC(=O)c2cc3n(c2C1)CCc1cc(Br)ccc1-3,IC50,10000.0,nM,CHEMBL1022217,CHEMBL262,5.0
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,10000.0,nM,CHEMBL1015227,CHEMBL262,5.0
CHEMBL456218,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F,IC50,65.0,nM,CHEMBL1031513,CHEMBL262,7.187086643357144
CHEMBL514401,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1F,IC50,44.0,nM,CHEMBL1031513,CHEMBL262,7.356547323513812
CHEMBL456219,c1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,IC50,210.0,nM,CHEMBL1031513,CHEMBL262,6.6777807052660805
CHEMBL470360,Fc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,54.0,nM,CHEMBL1031513,CHEMBL262,7.267606240177032
CHEMBL470565,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,IC50,220.0,nM,CHEMBL1031513,CHEMBL262,6.657577319177793
CHEMBL470566,Clc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,94.0,nM,CHEMBL1031513,CHEMBL262,7.026872146400302
CHEMBL513040,Clc1ccccc1CSc1nnc(-c2ccc3c(c2)CCO3)o1,IC50,200.0,nM,CHEMBL1031513,CHEMBL262,6.698970004336019
CHEMBL470567,Clc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,IC50,280.0,nM,CHEMBL1031513,CHEMBL262,6.552841968657781
CHEMBL469736,N#Cc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,91.0,nM,CHEMBL1031513,CHEMBL262,7.040958607678906
CHEMBL472249,FC(F)(F)c1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,68.0,nM,CHEMBL1031513,CHEMBL262,7.167491087293763
CHEMBL471015,COC(=O)c1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,630.0,nM,CHEMBL1031513,CHEMBL262,6.200659450546418
CHEMBL470167,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1Cl,IC50,13.0,nM,CHEMBL1031513,CHEMBL262,7.886056647693163
CHEMBL470168,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,IC50,28.0,nM,CHEMBL1031513,CHEMBL262,7.552841968657781
CHEMBL512144,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C(F)(F)F,IC50,5.7,nM,CHEMBL1031513,CHEMBL262,8.244125144327509
CHEMBL470380,Fc1cccc(CCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,340.0,nM,CHEMBL1031513,CHEMBL262,6.468521082957745
CHEMBL451857,Fc1cccc(CNc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,330.0,nM,CHEMBL1031513,CHEMBL262,6.481486060122113
CHEMBL454974,Fc1cccc(COc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,10000.0,nM,CHEMBL1031513,CHEMBL262,5.0
CHEMBL513576,Fc1cccc(SCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,IC50,680.0,nM,CHEMBL1031513,CHEMBL262,6.167491087293763
CHEMBL471430,COc1ccc(CSc2nnc(-c3ccc4occc4c3)o2)cc1C(F)(F)F,IC50,4.9,nM,CHEMBL1031513,CHEMBL262,8.309803919971486
CHEMBL499006,COc1ccc(CSc2nnc(-c3ccc4ncsc4c3)o2)cc1C(F)(F)F,IC50,3.1,nM,CHEMBL1031513,CHEMBL262,8.508638306165727
CHEMBL469507,COc1ccc(CSc2nnc(-c3ccc4[nH]ncc4c3)o2)cc1C(F)(F)F,IC50,16.0,nM,CHEMBL1031513,CHEMBL262,7.795880017344075
CHEMBL513878,COc1ccc(CSc2nnc(C3=CC=C4NC=CN4C3)o2)cc1C(F)(F)F,IC50,6.5,nM,CHEMBL1031513,CHEMBL262,8.187086643357144
CHEMBL469508,COc1ccc(CSc2nnc(-c3ccc4ncccc4c3)o2)cc1C(F)(F)F,IC50,18.0,nM,CHEMBL1031513,CHEMBL262,7.7447274948966935
CHEMBL469509,COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,IC50,25.0,nM,CHEMBL1031513,CHEMBL262,7.6020599913279625
CHEMBL471832,COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C(F)(F)F)c5)o4)cc23)cc1,IC50,8.4,nM,CHEMBL1031513,CHEMBL262,8.075720713938118
CHEMBL471833,COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc23)cc1,IC50,3.5,nM,CHEMBL1031513,CHEMBL262,8.455931955649724
CHEMBL472043,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc32)cc1,IC50,8.6,nM,CHEMBL1031513,CHEMBL262,8.065501548756432
CHEMBL513570,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C(F)(F)F)c5)o4)cc32)cc1,IC50,2.5,nM,CHEMBL1031513,CHEMBL262,8.602059991327963
CHEMBL516640,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc32)cc1,IC50,2.3,nM,CHEMBL1031513,CHEMBL262,8.638272163982407
CHEMBL461261,Cn1cnc2ccc(-c3nnc(SCc4cccc(C(F)(F)F)c4)o3)cc21,IC50,9.4,nM,CHEMBL1031513,CHEMBL262,8.0268721464003
CHEMBL461262,O=[N+]([O-])c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1,IC50,10.0,nM,CHEMBL1031513,CHEMBL262,8.0
CHEMBL449063,O=c1sn(-c2ccccc2)c(=O)n1CCCl,IC50,548.0,nM,CHEMBL1036681,CHEMBL262,6.261219441515631
CHEMBL458636,CCOC(=O)Cn1sc(=O)n(-c2cccc(C(=O)OCC)c2)c1=O,IC50,467.0,nM,CHEMBL1036681,CHEMBL262,6.330683119433888
CHEMBL458857,CCOC(=O)Cn1sc(=O)n(-c2ccc(C(=O)OCC)cc2)c1=O,IC50,1012.0,nM,CHEMBL1036681,CHEMBL262,5.99481948749622
CHEMBL512208,O=c1sn(CCc2ccccc2)c(=O)n1Cc1ccc(F)cc1,IC50,1863.0,nM,CHEMBL1036681,CHEMBL262,5.729787145103757
CHEMBL458210,CCOC(=O)Cn1sc(=O)n(CC(=O)N2CCCCC2)c1=O,IC50,539.0,nM,CHEMBL1036681,CHEMBL262,6.268411234813262
CHEMBL6291,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,2.8,nM,CHEMBL1034478,CHEMBL262,8.55284196865778
CHEMBL564450,COc1cc(C2=C(c3cn(CCN4CCN(C)CC4)c4ccccc34)C(=O)NC2=O)c2occc2c1,IC50,0.14,nM,CHEMBL1034478,CHEMBL262,9.853871964321762
CHEMBL549953,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4Cl)nc23)cc1,IC50,2.0,nM,CHEMBL1034478,CHEMBL262,8.698970004336019
CHEMBL562023,Cn1cc(C2=C(c3cc(Cl)ccc3Cl)C(=O)NC2=O)c2ccccc21,IC50,7.0,nM,CHEMBL1034478,CHEMBL262,8.154901959985743
CHEMBL559559,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,IC50,30.0,nM,CHEMBL1034478,CHEMBL262,7.522878745280337
CHEMBL549804,CCCCNc1nccc(-c2cc(C(=O)NCCCc3cccnc3)c(=O)[nH]n2)n1,IC50,36.0,nM,CHEMBL1034478,CHEMBL262,7.443697499232712
CHEMBL540245,O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccc(O)c(F)c2)n[nH]c1=O,IC50,39.0,nM,CHEMBL1034478,CHEMBL262,7.4089353929735005
CHEMBL562089,O=C(CN1CCOCC1)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,IC50,40.0,nM,CHEMBL1034478,CHEMBL262,7.3979400086720375
CHEMBL557354,O=C(NCc1ccc(F)cc1F)c1cc(-c2ccncc2)n[nH]c1=O,IC50,65.0,nM,CHEMBL1034478,CHEMBL262,7.187086643357144
CHEMBL564006,CS(=O)(=O)NCCc1ccc(NC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,IC50,80.0,nM,CHEMBL1034478,CHEMBL262,7.096910013008056
CHEMBL557273,Cn1cc(-c2cc(-c3nc4ccccc4[nH]3)c(=O)[nH]n2)ccc1=O,IC50,160.0,nM,CHEMBL1034478,CHEMBL262,6.795880017344075
CHEMBL554082,Nc1nc(Nc2ccccc2)sc1C(=O)C1CC1,IC50,2400.0,nM,CHEMBL1034478,CHEMBL262,5.619788758288394
CHEMBL554295,O=c1sn(CCc2ccccc2)c(=O)n1Cc1ccccc1,IC50,3000.0,nM,CHEMBL1034478,CHEMBL262,5.522878745280337
CHEMBL550950,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(Cc5ccccc5)CC4)cc3)n2)s1,IC50,6000.0,nM,CHEMBL1034478,CHEMBL262,5.221848749616356
CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,IC50,10000.0,nM,CHEMBL1058619,CHEMBL262,5.0
CHEMBL560467,O=C1C(c2cn(CCCn3ccnc3)c3ccccc23)=C(n2ccc3ncccc32)C(=O)N1c1ccccc1,IC50,73340.0,nM,CHEMBL1064034,CHEMBL262,4.134659094375416
CHEMBL563143,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1c[nH]c2ccccc12,IC50,30600.0,nM,CHEMBL1064034,CHEMBL262,4.51427857351842
CHEMBL552265,Cn1cc(C2=C(c3cn(CCCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2ncccc21,IC50,760.0,nM,CHEMBL1064034,CHEMBL262,6.119186407719209
CHEMBL559472,Cn1cc(C2=C(c3cn(CCCn4ccnc4)c4ccccc34)C(=O)NC2=O)c2ncccc21,IC50,660.0,nM,CHEMBL1064034,CHEMBL262,6.180456064458132
CHEMBL549286,Cn1cc(C2=C(c3cn(CCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2ncccc21,IC50,900.0,nM,CHEMBL1064034,CHEMBL262,6.045757490560675
CHEMBL552470,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ncccc21,IC50,1140.0,nM,CHEMBL1064034,CHEMBL262,5.943095148663527
CHEMBL560187,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2ccccc12,IC50,550.0,nM,CHEMBL1064034,CHEMBL262,6.259637310505756
CHEMBL561929,COc1ccc2c(c1)c(C1=C(n3ccc4ncccc43)C(=O)NC1=O)cn2CCCn1ccnc1,IC50,480.0,nM,CHEMBL1064034,CHEMBL262,6.318758762624412
CHEMBL561066,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2ccc(Br)cc12,IC50,140.0,nM,CHEMBL1064034,CHEMBL262,6.853871964321762
CHEMBL561930,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2cc(Br)ccc12,IC50,950.0,nM,CHEMBL1064034,CHEMBL262,6.022276394711152
CHEMBL550925,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2cc(F)ccc12,IC50,310.0,nM,CHEMBL1064034,CHEMBL262,6.508638306165727
CHEMBL559040,CN(C)CCCn1cc(C2=C(n3ccc4ncccc43)C(=O)NC2=O)c2ccccc21,IC50,13580.0,nM,CHEMBL1064034,CHEMBL262,4.8671002300555175
CHEMBL552406,COc1ccc2c(c1)c(C1=C(n3ccc4ncccc43)C(=O)NC1=O)cn2CCCN(C)C,IC50,22460.0,nM,CHEMBL1064034,CHEMBL262,4.648590248074561
CHEMBL562814,CN(C)CCCn1cc(C2=C(n3ccc4ncccc43)C(=O)NC2=O)c2ccc(Br)cc21,IC50,2260.0,nM,CHEMBL1064034,CHEMBL262,5.645891560852599
CHEMBL559241,CN(C)CCCn1cc(C2=C(n3ccc4ncccc43)C(=O)NC2=O)c2ccc(F)cc21,IC50,12440.0,nM,CHEMBL1064034,CHEMBL262,4.9051796196452
CHEMBL558317,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCN2CCCCC2)c2ccccc12,IC50,12450.0,nM,CHEMBL1064034,CHEMBL262,4.904830648568245
CHEMBL564437,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCN2CCOCC2)c2ccccc12,IC50,1790.0,nM,CHEMBL1064034,CHEMBL262,5.747146969020107
CHEMBL558512,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCn2ccnc2)c2ccccc12,IC50,260.0,nM,CHEMBL1064034,CHEMBL262,6.585026652029182
CHEMBL557647,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCCn2ccnc2)c2ccccc12,IC50,850.0,nM,CHEMBL1064034,CHEMBL262,6.070581074285707
CHEMBL432684,O=C1NC(=O)/C(=C/c2ccc(O)cc2)N1,IC50,13700.0,nM,CHEMBL1053309,CHEMBL262,4.863279432843593
